v135,v2,v2602,v2600,v7,r135,r2,r2602,r2600,r7,base135,base2,base2602,base2600,base7,label
431,632,335,656,400,-85,106,-79,10,-36,486,563,366,713,344,cleanair
434,641,339,655,406,-82,115,-75,9,-30,486,563,366,713,344,cleanair
433,648,342,660,409,-83,122,-72,14,-27,486,563,366,713,344,cleanair
431,640,343,661,411,-85,114,-71,15,-25,486,563,366,713,344,cleanair
428,635,347,661,423,-88,109,-67,15,-13,486,563,366,713,344,cleanair
429,633,353,658,434,-87,107,-61,12,-2,486,563,366,713,344,cleanair
429,626,362,656,437,-87,100,-52,10,1,486,563,366,713,344,cleanair
422,627,357,652,438,-94,101,-57,6,2,486,563,366,713,344,cleanair
427,628,357,653,443,-89,102,-57,7,7,486,563,366,713,344,cleanair
428,632,357,657,445,-88,106,-57,11,9,486,563,366,713,344,cleanair
431,636,353,664,434,-85,110,-61,18,-2,486,563,366,713,344,cleanair
439,635,352,661,432,-77,109,-62,15,-4,486,563,366,713,344,cleanair
447,640,351,661,431,-69,114,-63,15,-5,486,563,366,713,344,cleanair
451,645,350,662,430,-65,119,-64,16,-6,486,563,366,713,344,cleanair
454,649,349,660,428,-62,123,-65,14,-8,486,563,366,713,344,cleanair
452,650,351,663,428,-64,124,-63,17,-8,486,563,366,713,344,cleanair
448,649,352,663,424,-68,123,-62,17,-12,486,563,366,713,344,cleanair
447,646,355,660,423,-69,120,-59,14,-13,486,563,366,713,344,cleanair
445,642,356,654,423,-71,116,-58,8,-13,486,563,366,713,344,cleanair
450,638,356,651,426,-66,112,-58,5,-10,486,563,366,713,344,cleanair
453,639,355,645,436,-63,113,-59,-1,0,486,563,366,713,344,cleanair
453,642,351,650,442,-63,116,-63,4,6,486,563,366,713,344,cleanair
452,634,349,657,445,-64,108,-65,11,9,486,563,366,713,344,cleanair
443,628,350,662,441,-73,102,-64,16,5,486,563,366,713,344,cleanair
433,620,348,664,437,-83,94,-66,18,1,486,563,366,713,344,cleanair
426,610,347,666,435,-90,84,-67,20,-1,486,563,366,713,344,cleanair
420,611,345,669,435,-96,85,-69,23,-1,486,563,366,713,344,cleanair
424,611,349,670,438,-92,85,-65,24,2,486,563,366,713,344,cleanair
423,617,350,670,441,-93,91,-64,24,5,486,563,366,713,344,cleanair
426,618,351,666,436,-90,92,-63,20,0,486,563,366,713,344,cleanair
426,620,351,658,431,-90,94,-63,12,-5,486,563,366,713,344,cleanair
425,621,352,655,422,-91,95,-62,9,-14,486,563,366,713,344,cleanair
413,633,351,638,433,-103,107,-63,-8,-3,486,563,366,713,344,cleanair
393,653,339,634,442,-123,127,-75,-12,6,486,563,366,713,344,cleanair
379,654,347,617,464,-137,128,-67,-29,28,486,563,366,713,344,cleanair
318,707,322,615,497,-198,181,-92,-31,61,486,563,366,713,344,cleanair
333,704,310,625,473,-183,178,-104,-21,37,486,563,366,713,344,cleanair
325,700,322,602,495,-191,174,-92,-44,59,486,563,366,713,344,cleanair
340,713,301,627,467,-176,187,-113,-19,31,486,563,366,713,344,cleanair
386,686,319,624,458,-130,160,-95,-22,22,486,563,366,713,344,cleanair
419,670,327,630,448,-97,144,-87,-16,12,486,563,366,713,344,cleanair
437,652,343,632,449,-79,126,-71,-14,13,486,563,366,713,344,cleanair
439,640,344,638,451,-77,114,-70,-8,15,486,563,366,713,344,cleanair
437,628,344,647,448,-79,102,-70,1,12,486,563,366,713,344,cleanair
431,621,342,653,442,-85,95,-72,7,6,486,563,366,713,344,cleanair
427,616,340,660,436,-89,90,-74,14,0,486,563,366,713,344,cleanair
423,614,339,665,431,-93,88,-75,19,-5,486,563,366,713,344,cleanair
425,611,340,669,429,-91,85,-74,23,-7,486,563,366,713,344,cleanair
429,611,342,670,430,-87,85,-72,24,-6,486,563,366,713,344,cleanair
433,613,345,672,434,-83,87,-69,26,-2,486,563,366,713,344,cleanair
430,613,349,672,439,-86,87,-65,26,3,486,563,366,713,344,cleanair
429,617,342,669,438,-87,91,-72,23,2,486,563,366,713,344,cleanair
434,622,343,667,436,-82,96,-71,21,0,486,563,366,713,344,cleanair
437,630,343,665,436,-79,104,-71,19,0,486,563,366,713,344,cleanair
436,631,344,664,429,-80,105,-70,18,-7,486,563,366,713,344,cleanair
436,628,345,656,429,-80,102,-69,10,-7,486,563,366,713,344,cleanair
438,633,347,659,429,-78,107,-67,13,-7,486,563,366,713,344,cleanair
440,638,349,661,427,-76,112,-65,15,-9,486,563,366,713,344,cleanair
437,639,350,660,423,-79,113,-64,14,-13,486,563,366,713,344,cleanair
436,640,346,663,420,29,-97,68,-57,49,486,563,366,713,344,cleanair
438,645,345,663,419,31,-92,67,-57,48,486,563,366,713,344,cleanair
438,649,345,663,417,31,-88,67,-57,46,486,563,366,713,344,cleanair
439,646,343,661,419,32,-91,65,-59,48,486,563,366,713,344,cleanair
445,646,341,659,422,38,-91,63,-61,51,486,563,366,713,344,cleanair
455,649,343,654,433,48,-88,65,-66,62,486,563,366,713,344,cleanair
460,650,342,663,436,53,-87,64,-57,65,486,563,366,713,344,cleanair
462,641,348,664,441,55,-96,70,-56,70,486,563,366,713,344,cleanair
452,634,351,671,443,45,-103,73,-49,72,486,563,366,713,344,cleanair
442,625,357,675,437,35,-112,79,-45,66,486,563,366,713,344,cleanair
425,621,360,676,431,18,-116,82,-44,60,486,563,366,713,344,cleanair
416,621,363,673,423,9,-116,85,-47,52,486,563,366,713,344,cleanair
415,625,365,666,419,8,-112,87,-54,48,486,563,366,713,344,cleanair
415,641,360,664,417,8,-96,82,-56,46,486,563,366,713,344,cleanair
431,644,362,666,416,24,-93,84,-54,45,486,563,366,713,344,cleanair
437,653,360,662,426,30,-84,82,-58,55,486,563,366,713,344,cleanair
450,656,353,667,429,43,-81,75,-53,58,486,563,366,713,344,cleanair
460,646,354,664,444,53,-91,76,-56,73,486,563,366,713,344,cleanair
457,643,351,671,453,-48,95,-61,46,-19,486,563,366,713,344,cleanair
459,630,360,671,455,-46,82,-52,46,-17,486,563,366,713,344,cleanair
449,631,366,668,460,-56,83,-46,43,-12,486,563,366,713,344,cleanair
449,632,369,674,450,-56,84,-43,49,-22,486,563,366,713,344,cleanair
447,631,378,669,449,-58,83,-34,44,-23,486,563,366,713,344,cleanair
445,637,375,672,443,-60,89,-37,47,-29,486,563,366,713,344,cleanair
446,633,377,675,438,-59,85,-35,50,-34,486,563,366,713,344,cleanair
437,633,376,677,435,-68,85,-36,52,-37,486,563,366,713,344,cleanair
435,626,371,674,422,-70,78,-41,49,-50,486,563,366,713,344,cleanair
432,618,367,668,420,-73,70,-45,43,-52,486,563,366,713,344,cleanair
424,613,359,672,411,-81,65,-53,47,-61,486,563,366,713,344,cleanair
425,601,360,664,412,-80,53,-52,39,-60,486,563,366,713,344,cleanair
418,606,352,669,418,-68,43,-14,-44,74,486,563,366,713,344,cleanair
423,601,357,673,415,-63,38,-9,-40,71,486,563,366,713,344,cleanair
418,606,366,669,420,-68,43,0,-44,76,486,563,366,713,344,cleanair
420,614,364,670,411,-66,51,-2,-43,67,486,563,366,713,344,cleanair
427,613,362,664,406,-59,50,-4,-49,62,486,563,366,713,344,cleanair
425,616,354,658,402,-61,53,-12,-55,58,486,563,366,713,344,cleanair
427,610,350,655,399,-59,47,-16,-58,55,486,563,366,713,344,cleanair
419,610,345,649,404,-67,47,-21,-64,60,486,563,366,713,344,cleanair
415,610,342,652,398,-71,47,-24,-61,54,486,563,366,713,344,cleanair
413,608,346,644,407,-73,45,-20,-69,63,486,563,366,713,344,cleanair
409,618,341,651,405,-77,55,-25,-62,61,486,563,366,713,344,cleanair
417,614,342,651,400,-69,51,-24,-62,56,486,563,366,713,344,cleanair
413,621,339,651,404,-73,58,-27,-62,60,486,563,366,713,344,cleanair
420,619,331,654,400,-66,56,-35,-59,56,486,563,366,713,344,cleanair
417,614,333,654,407,-69,51,-33,-59,63,486,563,366,713,344,cleanair
412,617,326,662,404,-74,54,-40,-51,60,486,563,366,713,344,cleanair
414,607,334,662,412,-72,44,-32,-51,68,486,563,366,713,344,cleanair
403,615,329,669,421,-83,52,-37,-44,77,486,563,366,713,344,cleanair
415,610,336,673,415,-71,47,-30,-40,71,486,563,366,713,344,cleanair
413,618,338,664,426,-73,55,-28,-49,82,486,563,366,713,344,cleanair
418,624,333,667,426,-68,61,-33,-46,82,486,563,366,713,344,cleanair
425,624,339,659,437,-61,61,-27,-54,93,486,563,366,713,344,cleanair
423,638,330,660,435,-63,75,-36,-53,91,486,563,366,713,344,cleanair
433,627,335,661,428,-53,64,-31,-52,84,486,563,366,713,344,cleanair
421,631,337,655,432,-65,68,-29,-58,88,486,563,366,713,344,cleanair
429,631,341,658,412,-57,68,-25,-55,68,486,563,366,713,344,cleanair
435,624,353,645,418,-51,61,-13,-68,74,486,563,366,713,344,cleanair
434,628,354,656,412,-52,65,-12,-57,68,486,563,366,713,344,cleanair
444,621,369,649,420,-42,58,3,-64,76,486,563,366,713,344,cleanair
440,637,369,654,430,-46,74,3,-59,86,486,563,366,713,344,cleanair
451,638,371,656,428,-35,75,5,-57,84,486,563,366,713,344,cleanair
445,648,371,652,432,-41,85,5,-61,88,486,563,366,713,344,cleanair
448,656,364,654,428,-38,93,-2,-59,84,486,563,366,713,344,cleanair
448,653,363,652,432,-38,90,-3,-61,88,486,563,366,713,344,cleanair
134,225,242,359,208,-352,-338,-124,-354,-136,486,563,366,713,344,cleanair
334,605,455,621,360,-152,42,89,-92,16,486,563,366,713,344,cleanair
396,605,357,634,398,-90,42,-9,-79,54,486,563,366,713,344,cleanair
412,603,341,652,372,-74,40,-25,-61,28,486,563,366,713,344,cleanair
434,619,326,632,418,-52,56,-40,-81,74,486,563,366,713,344,cleanair
416,597,338,625,421,-70,34,-28,-88,77,486,563,366,713,344,cleanair
428,615,315,603,434,-58,52,-51,-110,90,486,563,366,713,344,cleanair
396,623,345,632,424,-90,60,-21,-81,80,486,563,366,713,344,cleanair
439,632,333,623,402,-47,69,-33,-90,58,486,563,366,713,344,cleanair
431,599,325,617,417,-55,36,-41,-96,73,486,563,366,713,344,cleanair
428,603,340,622,410,-58,40,-26,-91,66,486,563,366,713,344,cleanair
414,599,364,650,416,-72,36,-2,-63,72,486,563,366,713,344,cleanair
431,603,351,641,422,-55,40,-15,-72,78,486,563,366,713,344,cleanair
424,599,323,648,424,-62,36,-43,-65,80,486,563,366,713,344,cleanair
447,607,347,651,395,-39,44,-19,-62,51,486,563,366,713,344,cleanair
429,591,355,668,419,-57,28,-11,-45,75,486,563,366,713,344,cleanair
421,614,352,645,421,-65,51,-14,-68,77,486,563,366,713,344,cleanair
425,617,330,651,412,-61,54,-36,-62,68,486,563,366,713,344,cleanair
409,633,321,639,410,-77,70,-45,-74,66,486,563,366,713,344,cleanair
440,612,311,636,418,-46,49,-55,-77,74,486,563,366,713,344,cleanair
443,620,353,604,401,-43,57,-13,-109,57,486,563,366,713,344,cleanair
443,610,377,654,421,-43,47,11,-59,77,486,563,366,713,344,cleanair
429,640,358,665,411,-57,77,-8,-48,67,486,563,366,713,344,cleanair
437,622,325,672,420,-49,59,-41,-41,76,486,563,366,713,344,cleanair
428,624,355,664,399,-58,61,-11,-49,55,486,563,366,713,344,cleanair
424,608,356,647,414,-62,45,-10,-66,70,486,563,366,713,344,cleanair
425,634,352,628,407,-61,71,-14,-85,63,486,563,366,713,344,cleanair
435,622,337,617,415,-51,59,-29,-96,71,486,563,366,713,344,cleanair
399,638,326,658,409,-87,75,-40,-55,65,486,563,366,713,344,cleanair
415,632,304,656,411,-71,69,-62,-57,67,486,563,366,713,344,cleanair
435,631,328,630,390,-51,68,-38,-83,46,486,563,366,713,344,cleanair
440,623,332,624,416,-46,60,-34,-89,72,486,563,366,713,344,cleanair
422,607,357,619,416,-64,44,-9,-94,72,486,563,366,713,344,cleanair
433,618,365,608,438,-53,55,-1,-105,94,486,563,366,713,344,cleanair
422,610,357,654,439,-64,47,-9,-59,95,486,563,366,713,344,cleanair
425,617,322,659,433,-61,54,-44,-54,89,486,563,366,713,344,cleanair
416,621,317,659,399,-70,58,-49,-54,55,486,563,366,713,344,cleanair
430,612,312,655,410,-56,49,-54,-58,66,486,563,366,713,344,cleanair
430,594,348,642,416,-56,31,-18,-71,72,486,563,366,713,344,cleanair
447,604,360,627,444,-39,41,-6,-86,100,486,563,366,713,344,cleanair
435,590,362,621,449,-51,27,-4,-92,105,486,563,366,713,344,cleanair
433,616,326,615,469,-53,53,-40,-98,125,486,563,366,713,344,cleanair
412,630,326,647,434,-74,67,-40,-66,90,486,563,366,713,344,cleanair
441,622,333,638,402,-45,59,-33,-75,58,486,563,366,713,344,cleanair
438,603,371,627,405,-48,40,5,-86,61,486,563,366,713,344,cleanair
458,604,377,630,400,-28,41,11,-83,56,486,563,366,713,344,cleanair
428,586,365,659,435,-58,23,-1,-54,91,486,563,366,713,344,cleanair
435,602,339,634,438,-51,39,-27,-79,94,486,563,366,713,344,cleanair
426,611,327,622,423,-60,48,-39,-91,79,486,563,366,713,344,cleanair
454,629,322,625,396,-32,66,-44,-88,52,486,563,366,713,344,cleanair
437,604,322,633,424,-49,41,-44,-80,80,486,563,366,713,344,cleanair
430,620,351,608,432,-56,57,-15,-105,88,486,563,366,713,344,cleanair
431,619,341,640,429,-55,56,-25,-73,85,486,563,366,713,344,cleanair
406,632,335,636,416,-80,69,-31,-77,72,486,563,366,713,344,cleanair
422,597,330,646,426,-64,34,-36,-67,82,486,563,366,713,344,cleanair
427,612,351,616,415,-59,49,-15,-97,71,486,563,366,713,344,cleanair
432,592,337,653,430,-54,29,-29,-60,86,486,563,366,713,344,cleanair
415,616,332,672,405,-71,53,-34,-41,61,486,563,366,713,344,cleanair
446,603,321,672,425,-40,40,-45,-41,81,486,563,366,713,344,cleanair
448,625,340,629,428,-38,62,-26,-84,84,486,563,366,713,344,cleanair
444,606,321,624,439,-42,43,-45,-89,95,486,563,366,713,344,cleanair
421,626,326,659,415,-65,63,-40,-54,71,486,563,366,713,344,cleanair
438,609,328,636,441,-48,46,-38,-77,97,486,563,366,713,344,cleanair
438,588,360,622,418,-48,25,-6,-91,74,486,563,366,713,344,cleanair
453,614,347,612,436,-33,51,-19,-101,92,486,563,366,713,344,cleanair
422,611,366,642,399,-64,48,0,-71,55,486,563,366,713,344,cleanair
434,622,361,645,435,-52,59,-5,-68,91,486,563,366,713,344,cleanair
428,611,359,661,423,-58,48,-7,-52,79,486,563,366,713,344,cleanair
454,618,313,633,432,-32,55,-53,-80,88,486,563,366,713,344,cleanair
412,602,366,639,432,-74,39,0,-74,88,486,563,366,713,344,cleanair
435,632,358,620,416,-51,69,-8,-93,72,486,563,366,713,344,cleanair
402,616,350,643,423,-84,53,-16,-70,79,486,563,366,713,344,cleanair
451,628,364,644,383,-35,65,-2,-69,39,486,563,366,713,344,cleanair
439,598,351,669,394,-47,35,-15,-44,50,486,563,366,713,344,cleanair
405,623,363,648,398,-81,60,-3,-65,54,486,563,366,713,344,cleanair
412,591,342,674,444,-74,28,-24,-39,100,486,563,366,713,344,cleanair
398,633,348,634,416,-88,70,-18,-79,72,486,563,366,713,344,cleanair
416,601,334,655,446,-70,38,-32,-58,102,486,563,366,713,344,cleanair
402,655,353,650,421,-84,92,-13,-63,77,486,563,366,713,344,cleanair
446,630,307,628,438,-40,67,-59,-85,94,486,563,366,713,344,cleanair
418,598,327,642,390,-68,35,-39,-71,46,486,563,366,713,344,cleanair
443,603,315,622,433,-43,40,-51,-91,89,486,563,366,713,344,cleanair
422,573,341,637,394,-64,10,-25,-76,50,486,563,366,713,344,cleanair
449,593,298,613,421,-37,30,-68,-100,77,486,563,366,713,344,cleanair
410,592,347,632,441,-76,29,-19,-81,97,486,563,366,713,344,cleanair
465,633,342,621,411,-21,70,-24,-92,67,486,563,366,713,344,cleanair
422,607,329,679,438,-64,44,-37,-34,94,486,563,366,713,344,cleanair
424,634,359,641,426,-62,71,-7,-72,82,486,563,366,713,344,cleanair
454,599,332,636,434,-32,36,-34,-77,90,486,563,366,713,344,cleanair
434,633,333,610,409,-52,70,-33,-103,65,486,563,366,713,344,cleanair
452,600,336,635,448,-34,37,-30,-78,104,486,563,366,713,344,cleanair
428,663,371,623,412,-58,100,5,-90,68,486,563,366,713,344,cleanair
446,616,339,625,436,-40,53,-27,-88,92,486,563,366,713,344,cleanair
422,589,367,646,390,-64,26,1,-67,46,486,563,366,713,344,cleanair
448,610,331,623,429,-38,47,-35,-90,85,486,563,366,713,344,cleanair
420,596,363,618,390,-66,33,-3,-95,46,486,563,366,713,344,cleanair
463,618,330,597,426,-23,55,-36,-116,82,486,563,366,713,344,cleanair
417,591,378,644,463,-69,28,12,-69,119,486,563,366,713,344,cleanair
479,639,385,635,425,-7,76,19,-78,81,486,563,366,713,344,cleanair
436,618,349,663,422,-50,55,-17,-50,78,486,563,366,713,344,cleanair
403,636,359,625,408,-83,73,-7,-88,64,486,563,366,713,344,cleanair
432,596,326,691,438,-54,33,-40,-22,94,486,563,366,713,344,cleanair
412,648,331,650,404,-74,85,-35,-63,60,486,563,366,713,344,cleanair
423,596,317,646,444,-63,33,-49,-67,100,486,563,366,713,344,cleanair
400,631,366,660,396,-86,68,0,-53,52,486,563,366,713,344,cleanair
451,629,338,638,438,-35,66,-28,-75,94,486,563,366,713,344,cleanair
426,606,364,671,394,-60,43,-2,-42,50,486,563,366,713,344,cleanair
448,648,329,650,445,-38,85,-37,-63,101,486,563,366,713,344,cleanair
383,622,380,659,433,-103,59,14,-54,89,486,563,366,713,344,cleanair
450,640,357,616,399,-36,77,-9,-97,55,486,563,366,713,344,cleanair
420,598,326,641,436,-66,35,-40,-72,92,486,563,366,713,344,cleanair
420,642,356,601,420,-66,79,-10,-112,76,486,563,366,713,344,cleanair
434,596,348,674,448,-52,33,-18,-39,104,486,563,366,713,344,cleanair
395,640,373,644,412,-91,77,7,-69,68,486,563,366,713,344,cleanair
416,584,339,630,462,-70,21,-27,-83,118,486,563,366,713,344,cleanair
402,611,369,650,408,-84,48,3,-63,64,486,563,366,713,344,cleanair
462,629,340,616,441,-24,66,-26,-97,97,486,563,366,713,344,cleanair
414,605,374,629,382,-72,42,8,-84,38,486,563,366,713,344,cleanair
453,624,319,607,413,-33,61,-47,-106,69,486,563,366,713,344,cleanair
402,591,343,650,431,-84,28,-23,-63,87,486,563,366,713,344,cleanair
464,639,353,640,401,-22,76,-13,-73,57,486,563,366,713,344,cleanair
440,606,335,690,432,-46,43,-31,-23,88,486,563,366,713,344,cleanair
402,653,359,635,390,-84,90,-7,-78,46,486,563,366,713,344,cleanair
443,597,321,666,434,-43,34,-45,-47,90,486,563,366,713,344,cleanair
421,656,344,655,402,-65,93,-22,-58,58,486,563,366,713,344,cleanair
446,624,336,626,444,-40,61,-30,-87,100,486,563,366,713,344,cleanair
403,607,381,641,392,-83,44,15,-72,48,486,563,366,713,344,cleanair
390,644,385,643,367,17,-17,91,21,-71,373,661,294,622,438,cleanair
473,667,297,607,489,100,6,3,-15,51,373,661,294,622,438,cleanair
368,598,361,671,454,-5,-63,67,49,16,373,661,294,622,438,cleanair
447,667,341,579,402,74,6,47,-43,-36,373,661,294,622,438,cleanair
465,561,302,669,482,92,-100,8,47,44,373,661,294,622,438,cleanair
399,652,374,647,395,26,-9,80,25,-43,373,661,294,622,438,cleanair
459,642,279,602,515,86,-19,-15,-20,77,373,661,294,622,438,cleanair
360,572,363,662,472,-13,-89,69,40,34,373,661,294,622,438,cleanair
461,645,353,591,416,88,-16,59,-31,-22,373,661,294,622,438,cleanair
444,561,303,688,475,71,-100,9,66,37,373,661,294,622,438,cleanair
364,687,366,673,380,-9,26,72,51,-58,373,661,294,622,438,cleanair
438,660,289,619,493,65,-1,-5,-3,55,373,661,294,622,438,cleanair
359,594,361,663,424,-14,-67,67,41,-14,373,661,294,622,438,cleanair
471,664,339,602,381,98,3,45,-20,-57,373,661,294,622,438,cleanair
453,565,300,701,450,80,-96,6,79,12,373,661,294,622,438,cleanair
374,660,363,669,362,1,-1,69,47,-76,373,661,294,622,438,cleanair
447,624,306,610,467,74,-37,12,-12,29,373,661,294,622,438,cleanair
368,589,388,658,412,-5,-72,94,36,-26,373,661,294,622,438,cleanair
476,676,354,574,408,103,15,60,-48,-30,373,661,294,622,438,cleanair
459,581,303,679,457,86,-80,9,57,19,373,661,294,622,438,cleanair
408,686,365,655,353,35,25,71,33,-85,373,661,294,622,438,cleanair
475,648,308,595,461,102,-13,14,-27,23,373,661,294,622,438,cleanair
384,582,393,642,386,11,-79,99,20,-52,373,661,294,622,438,cleanair
492,659,364,573,368,119,-2,70,-49,-70,373,661,294,622,438,cleanair
452,587,314,696,437,79,-74,20,74,-1,373,661,294,622,438,cleanair
383,696,366,666,359,10,35,72,44,-79,373,661,294,622,438,cleanair
445,647,294,624,473,72,-14,0,2,35,373,661,294,622,438,cleanair
370,598,381,673,388,-3,-63,87,51,-50,373,661,294,622,438,cleanair
490,684,352,582,373,117,23,58,-40,-65,373,661,294,622,438,cleanair
455,596,313,694,439,82,-65,19,72,1,373,661,294,622,438,cleanair
396,720,367,656,361,23,59,73,34,-77,373,661,294,622,438,cleanair
477,665,311,610,469,104,4,17,-12,31,373,661,294,622,438,cleanair
398,584,403,656,375,25,-77,109,34,-63,373,661,294,622,438,cleanair
511,641,356,578,378,138,-20,62,-44,-60,373,661,294,622,438,cleanair
479,558,311,693,450,106,-103,17,71,12,373,661,294,622,438,cleanair
402,694,368,641,359,29,33,74,19,-79,373,661,294,622,438,cleanair
455,643,296,595,478,82,-18,2,-27,40,373,661,294,622,438,cleanair
369,577,387,649,393,-4,-84,93,27,-45,373,661,294,622,438,cleanair
481,658,361,571,367,108,-3,67,-51,-71,373,661,294,622,438,cleanair
447,578,328,683,436,74,-83,34,61,-2,373,661,294,622,438,cleanair
399,688,377,650,358,26,27,83,28,-80,373,661,294,622,438,cleanair
469,636,297,605,480,96,-25,3,-17,42,373,661,294,622,438,cleanair
364,583,394,663,391,-9,-78,100,41,-47,373,661,294,622,438,cleanair
475,670,368,579,368,102,9,74,-43,-70,373,661,294,622,438,cleanair
453,570,316,674,448,80,-91,22,52,10,373,661,294,622,438,cleanair
389,672,369,657,358,16,11,75,35,-80,373,661,294,622,438,cleanair
454,638,284,619,492,81,-23,-10,-3,54,373,661,294,622,438,cleanair
338,572,369,675,439,-35,-89,75,53,1,373,661,294,622,438,cleanair
454,644,358,584,380,81,-17,64,-38,-58,373,661,294,622,438,cleanair
472,536,299,669,467,99,-125,5,47,29,373,661,294,622,438,cleanair
393,648,372,641,384,20,-13,78,19,-54,373,661,294,622,438,cleanair
479,656,282,598,495,106,-5,-12,-24,57,373,661,294,622,438,cleanair
361,581,363,678,462,-12,-80,69,56,24,373,661,294,622,438,cleanair
423,661,380,568,385,50,0,86,-54,-53,373,661,294,622,438,cleanair
469,532,302,613,466,96,-129,8,-9,28,373,661,294,622,438,cleanair
389,602,370,625,345,16,-59,76,3,-93,373,661,294,622,438,cleanair
468,646,275,595,438,95,-15,-19,-27,0,373,661,294,622,438,cleanair
333,566,337,661,457,-40,-95,43,39,19,373,661,294,622,438,cleanair
365,658,369,560,387,-8,-3,75,-62,-51,373,661,294,622,438,cleanair
436,545,299,614,484,63,-116,5,-8,46,373,661,294,622,438,cleanair
368,587,384,631,365,-5,-74,90,9,-73,373,661,294,622,438,cleanair
495,639,295,594,412,122,-22,1,-28,-26,373,661,294,622,438,cleanair
398,562,322,700,440,25,-99,28,78,2,373,661,294,622,438,cleanair
407,684,362,593,372,34,23,68,-29,-66,373,661,294,622,438,cleanair
478,571,292,598,461,105,-90,-2,-24,23,373,661,294,622,438,cleanair
394,567,388,622,343,21,-94,94,0,-95,373,661,294,622,438,cleanair
488,648,295,582,407,115,-13,1,-40,-31,373,661,294,622,438,cleanair
386,577,265,683,457,13,-84,-29,61,19,373,661,294,622,438,cleanair
382,674,327,585,380,9,13,33,-37,-58,373,661,294,622,438,cleanair
443,565,296,596,485,70,-96,2,-26,47,373,661,294,622,438,cleanair
353,562,384,648,346,-20,-99,90,26,-92,373,661,294,622,438,cleanair
470,640,310,608,375,97,-21,16,-14,-63,373,661,294,622,438,cleanair
376,572,310,724,437,3,-89,16,102,-1,373,661,294,622,438,cleanair
366,678,369,632,375,-7,17,75,10,-63,373,661,294,622,438,cleanair
444,570,321,609,484,71,-91,27,-13,46,373,661,294,622,438,cleanair
355,567,392,649,355,-18,-94,98,27,-83,373,661,294,622,438,cleanair
456,651,307,580,400,83,-10,13,-42,-38,373,661,294,622,438,cleanair
367,601,306,659,449,-6,-60,12,37,11,373,661,294,622,438,cleanair
364,711,348,583,375,-9,50,54,-39,-63,373,661,294,622,438,cleanair
437,592,308,609,456,64,-69,14,-13,18,373,661,294,622,438,cleanair
378,587,392,648,350,5,-74,98,26,-88,373,661,294,622,438,cleanair
481,628,296,581,433,108,-33,2,-41,-5,373,661,294,622,438,cleanair
364,552,302,624,462,-9,-109,8,2,24,373,661,294,622,438,cleanair
374,633,352,546,395,1,-28,58,-76,-43,373,661,294,622,438,cleanair
419,538,313,631,471,46,-123,19,9,33,373,661,294,622,438,cleanair
361,607,359,675,373,-12,-54,65,53,-65,373,661,294,622,438,cleanair
443,637,288,637,459,70,-24,-6,15,21,373,661,294,622,438,cleanair
347,581,352,671,444,-26,-80,58,49,6,373,661,294,622,438,cleanair
426,654,343,594,390,53,-7,49,-28,-48,373,661,294,622,438,cleanair
465,556,276,691,466,92,-105,-18,69,28,373,661,294,622,438,cleanair
419,647,325,674,394,46,-14,31,52,-44,373,661,294,622,438,cleanair
470,630,268,615,509,97,-31,-26,-7,71,373,661,294,622,438,cleanair
362,575,371,655,452,-11,-86,77,33,14,373,661,294,622,438,cleanair
459,648,353,582,403,86,-13,59,-40,-35,373,661,294,622,438,cleanair
447,558,307,699,453,74,-103,13,77,15,373,661,294,622,438,cleanair
396,688,373,683,363,23,27,79,61,-75,373,661,294,622,438,cleanair
473,653,303,645,469,100,-8,9,23,31,373,661,294,622,438,cleanair
364,589,400,674,384,-9,-72,106,52,-54,373,661,294,622,438,cleanair
470,664,367,591,375,97,3,73,-31,-63,373,661,294,622,438,cleanair
439,572,310,686,464,66,-89,16,64,26,373,661,294,622,438,cleanair
387,687,351,628,386,14,26,57,6,-52,373,661,294,622,438,cleanair
468,639,292,587,479,95,-22,-2,-35,41,373,661,294,622,438,cleanair
376,588,401,636,370,3,-73,107,14,-68,373,661,294,622,438,cleanair
498,648,340,571,371,125,-13,46,-51,-67,373,661,294,622,438,cleanair
441,555,301,652,456,68,-106,7,30,18,373,661,294,622,438,cleanair
371,694,373,586,378,-2,33,79,-36,-60,373,661,294,622,438,cleanair
460,653,303,573,479,87,-8,9,-49,41,373,661,294,622,438,cleanair
386,601,397,652,371,13,-60,103,30,-67,373,661,294,622,438,cleanair
501,659,346,597,361,128,-2,52,-25,-77,373,661,294,622,438,cleanair
449,562,317,695,442,76,-99,23,73,4,373,661,294,622,438,cleanair
397,703,376,615,381,24,42,82,-7,-57,373,661,294,622,438,cleanair
480,658,284,582,487,107,-3,-10,-40,49,373,661,294,622,438,cleanair
377,583,386,639,390,4,-78,92,17,-48,373,661,294,622,438,cleanair
487,651,348,585,386,114,-10,54,-37,-52,373,661,294,622,438,cleanair
448,568,309,726,451,75,-93,15,104,13,373,661,294,622,438,cleanair
391,693,382,657,356,18,32,88,35,-82,373,661,294,622,438,cleanair
477,649,302,608,473,104,-12,8,-14,35,373,661,294,622,438,cleanair
378,589,403,675,392,5,-72,109,53,-46,373,661,294,622,438,cleanair
483,659,374,601,364,110,-2,80,-21,-74,373,661,294,622,438,cleanair
459,575,307,707,430,86,-86,13,85,-8,373,661,294,622,438,cleanair
404,709,348,635,352,31,48,54,13,-86,373,661,294,622,438,cleanair
