v135,v2,v2602,v2600,v7,r135,r2,r2602,r2600,r7,base135,base2,base2602,base2600,base7,label
295,497,328,306,317,105,67,121,-283,24,190,430,207,589,293,pepperPapaya
319,477,327,326,366,129,47,120,-263,73,190,430,207,589,293,pepperPapaya
280,440,347,348,301,90,10,140,-241,8,190,430,207,589,293,pepperPapaya
311,443,353,324,287,121,13,146,-265,-6,190,430,207,589,293,pepperPapaya
267,404,344,324,310,77,-26,137,-265,17,190,430,207,589,293,pepperPapaya
275,439,364,300,296,85,9,157,-289,3,190,430,207,589,293,pepperPapaya
287,418,373,307,328,97,-12,166,-282,35,190,430,207,589,293,pepperPapaya
253,464,350,298,294,63,34,143,-291,1,190,430,207,589,293,pepperPapaya
284,485,324,275,352,94,55,117,-314,59,190,430,207,589,293,pepperPapaya
240,441,311,308,319,50,11,104,-281,26,190,430,207,589,293,pepperPapaya
273,448,312,293,306,83,18,105,-296,13,190,430,207,589,293,pepperPapaya
266,425,334,282,316,76,-5,127,-307,23,190,430,207,589,293,pepperPapaya
264,459,353,288,304,74,29,146,-301,11,190,430,207,589,293,pepperPapaya
284,420,354,310,353,94,-10,147,-279,60,190,430,207,589,293,pepperPapaya
270,421,342,315,296,80,-9,135,-274,3,190,430,207,589,293,pepperPapaya
306,438,330,316,309,116,8,123,-273,16,190,430,207,589,293,pepperPapaya
282,424,324,314,281,92,-6,117,-275,-12,190,430,207,589,293,pepperPapaya
288,447,323,288,254,98,17,116,-301,-39,190,430,207,589,293,pepperPapaya
255,413,326,291,272,65,-17,119,-298,-21,190,430,207,589,293,pepperPapaya
227,445,328,287,259,37,15,121,-302,-34,190,430,207,589,293,pepperPapaya
240,414,323,299,302,50,-16,116,-290,9,190,430,207,589,293,pepperPapaya
215,417,324,306,258,25,-13,117,-283,-35,190,430,207,589,293,pepperPapaya
253,436,318,283,296,63,6,111,-306,3,190,430,207,589,293,pepperPapaya
232,418,318,293,323,42,-12,111,-296,30,190,430,207,589,293,pepperPapaya
255,449,339,297,316,65,19,132,-292,23,190,430,207,589,293,pepperPapaya
282,415,341,278,332,92,-15,134,-311,39,190,430,207,589,293,pepperPapaya
267,449,325,268,302,77,19,118,-321,9,190,430,207,589,293,pepperPapaya
289,445,317,280,350,99,15,110,-309,57,190,430,207,589,293,pepperPapaya
265,430,321,300,282,75,0,114,-289,-11,190,430,207,589,293,pepperPapaya
291,438,332,292,265,101,8,125,-297,-28,190,430,207,589,293,pepperPapaya
250,410,344,285,278,60,-20,137,-304,-15,190,430,207,589,293,pepperPapaya
248,438,338,276,270,58,8,131,-313,-23,190,430,207,589,293,pepperPapaya
257,404,330,285,311,67,-26,123,-304,18,190,430,207,589,293,pepperPapaya
238,430,323,294,274,48,0,116,-295,-19,190,430,207,589,293,pepperPapaya
262,456,314,298,327,72,26,107,-291,34,190,430,207,589,293,pepperPapaya
237,450,318,308,305,47,20,111,-281,12,190,430,207,589,293,pepperPapaya
278,480,335,298,287,88,50,128,-291,-6,190,430,207,589,293,pepperPapaya
258,453,356,286,305,68,23,149,-303,12,190,430,207,589,293,pepperPapaya
242,470,352,294,281,52,40,145,-295,-12,190,430,207,589,293,pepperPapaya
256,423,321,323,310,66,-7,114,-266,17,190,430,207,589,293,pepperPapaya
216,422,313,327,254,26,-8,106,-262,-39,190,430,207,589,293,pepperPapaya
242,443,325,307,281,52,13,118,-282,-12,190,430,207,589,293,pepperPapaya
213,429,342,295,312,23,-1,135,-294,19,190,430,207,589,293,pepperPapaya
228,470,346,292,306,38,40,139,-297,13,190,430,207,589,293,pepperPapaya
242,448,347,302,322,52,18,140,-287,29,190,430,207,589,293,pepperPapaya
229,474,334,292,288,39,44,127,-297,-5,190,430,207,589,293,pepperPapaya
250,444,306,286,330,60,14,99,-303,37,190,430,207,589,293,pepperPapaya
217,410,308,295,285,27,-20,101,-294,-8,190,430,207,589,293,pepperPapaya
260,434,326,271,298,70,4,119,-318,5,190,430,207,589,293,pepperPapaya
241,412,346,269,325,51,-18,139,-320,32,190,430,207,589,293,pepperPapaya
236,463,365,284,302,46,33,158,-305,9,190,430,207,589,293,pepperPapaya
271,440,366,309,346,81,10,159,-280,53,190,430,207,589,293,pepperPapaya
237,401,391,303,290,47,-29,184,-286,-3,190,430,207,589,293,pepperPapaya
222,381,475,270,266,32,-49,268,-319,-27,190,430,207,589,293,pepperPapaya
162,341,572,261,241,-28,-89,365,-328,-52,190,430,207,589,293,pepperPapaya
163,352,613,246,233,-27,-78,406,-343,-60,190,430,207,589,293,pepperPapaya
160,358,634,249,232,-30,-72,427,-340,-61,190,430,207,589,293,pepperPapaya
149,385,637,233,191,-41,-45,430,-356,-102,190,430,207,589,293,pepperPapaya
168,367,616,218,216,-22,-63,409,-371,-77,190,430,207,589,293,pepperPapaya
149,361,626,246,200,-41,-69,419,-343,-93,190,430,207,589,293,pepperPapaya
179,386,630,244,229,-11,-44,423,-345,-64,190,430,207,589,293,pepperPapaya
161,386,627,220,250,-29,-44,420,-369,-43,190,430,207,589,293,pepperPapaya
165,412,606,218,225,-25,-18,399,-371,-68,190,430,207,589,293,pepperPapaya
196,389,566,258,253,6,-41,359,-331,-40,190,430,207,589,293,pepperPapaya
173,399,520,305,210,-17,-31,313,-284,-83,190,430,207,589,293,pepperPapaya
215,420,489,289,245,25,-10,282,-300,-48,190,430,207,589,293,pepperPapaya
199,411,504,254,258,9,-19,297,-335,-35,190,430,207,589,293,pepperPapaya
198,444,501,246,240,8,14,294,-343,-53,190,430,207,589,293,pepperPapaya
201,411,463,274,271,11,-19,256,-315,-22,190,430,207,589,293,pepperPapaya
195,435,404,295,262,5,5,197,-294,-31,190,430,207,589,293,pepperPapaya
246,445,331,323,321,56,15,124,-266,28,190,430,207,589,293,pepperPapaya
219,418,297,381,293,29,-12,90,-208,0,190,430,207,589,293,pepperPapaya
213,425,295,425,272,23,-5,88,-164,-21,190,430,207,589,293,pepperPapaya
193,392,267,489,291,3,-38,60,-100,-2,190,430,207,589,293,pepperPapaya
162,389,241,512,259,-28,-41,34,-77,-34,190,430,207,589,293,pepperPapaya
161,369,244,552,280,-29,-61,37,-37,-13,190,430,207,589,293,pepperPapaya
149,384,206,601,240,-41,-46,-1,12,-53,190,430,207,589,293,pepperPapaya
180,411,195,595,246,-10,-19,-12,6,-47,190,430,207,589,293,pepperPapaya
